date,home_team,away_team,home_goals,away_goals
2023-06-03,Torino,Internazionale,0.0,1.0
2023-06-03,Cremonese,Salernitana,2.0,0.0
2023-06-04,Napoli,Sampdoria,2.0,0.0
2023-06-04,Atalanta,Monza,5.0,2.0
2023-06-04,Lecce,Bologna,2.0,3.0
2023-06-04,Roma,Spezia,2.0,1.0
2023-06-04,Udinese,Juventus,0.0,1.0
2023-06-04,Milan,Hellas Verona,3.0,1.0
2023-06-11,Spezia,Hellas Verona,1.0,3.0
2023-08-19,Frosinone,Napoli,1.0,3.0
2023-08-19,Genoa,Fiorentina,1.0,4.0
2023-08-19,Empoli,Hellas Verona,0.0,1.0
2023-08-20,Lecce,Lazio,2.0,1.0
2023-08-20,Roma,Salernitana,2.0,2.0
2023-08-20,Sassuolo,Atalanta,0.0,2.0
2023-08-20,Udinese,Juventus,0.0,3.0
2023-08-21,Torino,Cagliari,0.0,0.0
2023-08-21,Bologna,Milan,0.0,2.0
2023-08-26,Monza,Empoli,2.0,0.0
2023-08-26,Hellas Verona,Roma,2.0,1.0
2023-08-26,Milan,Torino,4.0,1.0
2023-08-26,Frosinone,Atalanta,2.0,1.0
2023-08-27,Juventus,Bologna,1.0,1.0
2023-08-27,Napoli,Sassuolo,2.0,0.0
2023-08-27,Fiorentina,Lecce,2.0,2.0
2023-08-27,Lazio,Genoa,0.0,1.0
2023-08-28,Cagliari,Internazionale,0.0,2.0
2023-08-28,Salernitana,Udinese,1.0,1.0
2023-09-01,Sassuolo,Hellas Verona,3.0,1.0
2023-09-01,Roma,Milan,1.0,2.0
2023-09-02,Bologna,Cagliari,2.0,1.0
2023-09-02,Atalanta,Monza,3.0,0.0
2023-09-02,Udinese,Frosinone,0.0,0.0
2023-09-02,Napoli,Lazio,1.0,2.0
2023-09-03,Torino,Genoa,1.0,0.0
2023-09-03,Empoli,Juventus,0.0,2.0
2023-09-03,Lecce,Salernitana,2.0,0.0
2023-09-16,Juventus,Lazio,3.0,1.0
2023-09-16,Genoa,Napoli,2.0,2.0
2023-09-17,Cagliari,Udinese,0.0,0.0
2023-09-17,Frosinone,Sassuolo,4.0,2.0
2023-09-17,Fiorentina,Atalanta,3.0,2.0
2023-09-17,Monza,Lecce,1.0,1.0
2023-09-17,Roma,Empoli,7.0,0.0
2023-09-18,Hellas Verona,Bologna,0.0,0.0
2023-09-18,Salernitana,Torino,0.0,3.0
2023-09-22,Lecce,Genoa,1.0,0.0
2023-09-22,Salernitana,Frosinone,1.0,1.0
2023-09-23,Sassuolo,Juventus,4.0,2.0
2023-09-23,Milan,Hellas Verona,1.0,0.0
2023-09-23,Lazio,Monza,1.0,1.0
2023-09-24,Atalanta,Cagliari,2.0,0.0
2023-09-24,Empoli,Internazionale,0.0,1.0
2023-09-24,Torino,Roma,1.0,1.0
2023-09-24,Udinese,Fiorentina,0.0,2.0
2023-09-24,Bologna,Napoli,0.0,0.0
2023-09-26,Juventus,Lecce,1.0,0.0
2023-09-27,Cagliari,Milan,1.0,3.0
2023-09-27,Lazio,Torino,2.0,0.0
2023-09-27,Hellas Verona,Atalanta,0.0,1.0
2023-09-27,Empoli,Salernitana,1.0,0.0
2023-09-27,Napoli,Udinese,4.0,1.0
2023-09-28,Frosinone,Fiorentina,1.0,1.0
2023-09-28,Genoa,Roma,4.0,1.0
2023-09-28,Monza,Bologna,0.0,0.0
2023-09-30,Lecce,Napoli,0.0,4.0
2023-09-30,Salernitana,Internazionale,0.0,4.0
2023-09-30,Milan,Lazio,2.0,0.0
2023-10-01,Atalanta,Juventus,0.0,0.0
2023-10-01,Bologna,Empoli,3.0,0.0
2023-10-01,Udinese,Genoa,2.0,2.0
2023-10-01,Roma,Frosinone,2.0,0.0
2023-10-02,Torino,Hellas Verona,0.0,0.0
2023-10-02,Fiorentina,Cagliari,3.0,0.0
2023-10-02,Sassuolo,Monza,0.0,1.0
2023-10-06,Empoli,Udinese,0.0,0.0
2023-10-06,Lecce,Sassuolo,1.0,1.0
2023-10-07,Genoa,Milan,0.0,1.0
2023-10-07,Juventus,Torino,2.0,0.0
2023-10-08,Lazio,Atalanta,3.0,2.0
2023-10-08,Napoli,Fiorentina,1.0,3.0
2023-10-08,Frosinone,Hellas Verona,2.0,1.0
2023-10-08,Monza,Salernitana,3.0,0.0
2023-10-08,Cagliari,Roma,1.0,4.0
2023-10-21,Sassuolo,Lazio,0.0,2.0
2023-10-21,Hellas Verona,Napoli,1.0,3.0
2023-10-21,Torino,Internazionale,0.0,3.0
2023-10-22,Roma,Monza,1.0,0.0
2023-10-22,Salernitana,Cagliari,2.0,2.0
2023-10-22,Atalanta,Genoa,2.0,0.0
2023-10-22,Bologna,Frosinone,2.0,1.0
2023-10-22,Milan,Juventus,0.0,1.0
2023-10-23,Udinese,Lecce,1.0,1.0
2023-10-23,Fiorentina,Empoli,0.0,2.0
2023-10-27,Genoa,Salernitana,1.0,0.0
2023-10-28,Juventus,Hellas Verona,1.0,0.0
2023-10-28,Lecce,Torino,0.0,1.0
2023-10-28,Sassuolo,Bologna,1.0,1.0
2023-10-29,Cagliari,Frosinone,4.0,3.0
2023-10-29,Monza,Udinese,1.0,1.0
2023-10-29,Napoli,Milan,2.0,2.0
2023-10-30,Lazio,Fiorentina,1.0,0.0
2023-10-30,Empoli,Atalanta,0.0,3.0
2023-11-03,Bologna,Lazio,1.0,0.0
2023-11-04,Salernitana,Napoli,0.0,2.0
2023-11-04,Atalanta,Internazionale,1.0,2.0
2023-11-04,Milan,Udinese,0.0,1.0
2023-11-05,Hellas Verona,Monza,1.0,3.0
2023-11-05,Cagliari,Genoa,2.0,1.0
2023-11-05,Roma,Lecce,2.0,1.0
2023-11-05,Fiorentina,Juventus,0.0,1.0
2023-11-06,Frosinone,Empoli,2.0,1.0
2023-11-06,Torino,Sassuolo,2.0,1.0
2023-11-10,Sassuolo,Salernitana,2.0,2.0
2023-11-10,Genoa,Hellas Verona,1.0,0.0
2023-11-11,Lecce,Milan,2.0,2.0
2023-11-11,Juventus,Cagliari,2.0,1.0
2023-11-11,Monza,Torino,1.0,1.0
2023-11-12,Udinese,Atalanta,1.0,1.0
2023-11-12,Napoli,Empoli,0.0,1.0
2023-11-12,Lazio,Roma,0.0,0.0
2023-11-12,Fiorentina,Bologna,2.0,1.0
2023-11-25,Milan,Fiorentina,1.0,0.0
2023-11-25,Salernitana,Lazio,2.0,1.0
2023-11-25,Atalanta,Napoli,1.0,2.0
2023-11-26,Roma,Udinese,3.0,1.0
2023-11-26,Frosinone,Genoa,2.0,1.0
2023-11-26,Juventus,Internazionale,1.0,1.0
2023-11-26,Cagliari,Monza,1.0,1.0
2023-11-26,Empoli,Sassuolo,3.0,4.0
2023-11-27,Hellas Verona,Lecce,2.0,2.0
2023-11-27,Bologna,Torino,2.0,0.0
2023-12-01,Monza,Juventus,1.0,2.0
2023-12-02,Milan,Frosinone,3.0,1.0
2023-12-02,Lazio,Cagliari,1.0,0.0
2023-12-02,Genoa,Empoli,1.0,1.0
2023-12-03,Sassuolo,Roma,1.0,2.0
2023-12-03,Udinese,Hellas Verona,3.0,3.0
2023-12-03,Napoli,Internazionale,0.0,3.0
2023-12-03,Fiorentina,Salernitana,3.0,0.0
2023-12-03,Lecce,Bologna,1.0,1.0
2023-12-04,Torino,Atalanta,3.0,0.0
2023-12-08,Juventus,Napoli,1.0,0.0
2023-12-09,Hellas Verona,Lazio,1.0,1.0
2023-12-09,Atalanta,Milan,3.0,2.0
2023-12-10,Frosinone,Torino,0.0,0.0
2023-12-10,Salernitana,Bologna,1.0,2.0
2023-12-10,Monza,Genoa,1.0,0.0
2023-12-10,Roma,Fiorentina,1.0,1.0
2023-12-11,Empoli,Lecce,1.0,1.0
2023-12-11,Cagliari,Sassuolo,2.0,1.0
2023-12-15,Genoa,Juventus,1.0,1.0
2023-12-16,Torino,Empoli,1.0,0.0
2023-12-16,Lecce,Frosinone,2.0,1.0
2023-12-16,Napoli,Cagliari,2.0,1.0
2023-12-17,Bologna,Roma,2.0,0.0
2023-12-17,Fiorentina,Hellas Verona,1.0,0.0
2023-12-17,Lazio,Internazionale,0.0,2.0
2023-12-17,Udinese,Sassuolo,2.0,2.0
2023-12-17,Milan,Monza,3.0,0.0
2023-12-18,Atalanta,Salernitana,4.0,1.0
2023-12-22,Sassuolo,Genoa,1.0,2.0
2023-12-22,Empoli,Lazio,0.0,2.0
2023-12-22,Salernitana,Milan,2.0,2.0
2023-12-22,Monza,Fiorentina,0.0,1.0
2023-12-23,Hellas Verona,Cagliari,2.0,0.0
2023-12-23,Roma,Napoli,2.0,0.0
2023-12-23,Bologna,Atalanta,1.0,0.0
2023-12-23,Frosinone,Juventus,1.0,2.0
2023-12-23,Torino,Udinese,1.0,1.0
2023-12-29,Lazio,Frosinone,3.0,1.0
2023-12-29,Genoa,Internazionale,1.0,1.0
2023-12-29,Napoli,Monza,0.0,0.0
2023-12-29,Fiorentina,Torino,1.0,0.0
2023-12-30,Hellas Verona,Salernitana,0.0,1.0
2023-12-30,Udinese,Bologna,3.0,0.0
2023-12-30,Milan,Sassuolo,1.0,0.0
2023-12-30,Cagliari,Empoli,0.0,0.0
2023-12-30,Atalanta,Lecce,1.0,0.0
2023-12-30,Juventus,Roma,1.0,0.0
2024-01-05,Bologna,Genoa,1.0,1.0
2024-01-06,Sassuolo,Fiorentina,1.0,0.0
2024-01-06,Lecce,Cagliari,1.0,1.0
2024-01-06,Frosinone,Monza,2.0,3.0
2024-01-07,Salernitana,Juventus,1.0,2.0
2024-01-07,Roma,Atalanta,1.0,1.0
2024-01-07,Empoli,Milan,0.0,3.0
2024-01-07,Torino,Napoli,3.0,0.0
2024-01-07,Udinese,Lazio,1.0,2.0
2024-01-13,Napoli,Salernitana,2.0,1.0
2024-01-13,Monza,Internazionale,1.0,5.0
2024-01-13,Genoa,Torino,0.0,0.0
2024-01-13,Hellas Verona,Empoli,2.0,1.0
2024-01-14,Fiorentina,Udinese,2.0,2.0
2024-01-14,Milan,Roma,3.0,1.0
2024-01-14,Lazio,Lecce,1.0,0.0
2024-01-14,Cagliari,Bologna,2.0,1.0
2024-01-15,Atalanta,Frosinone,5.0,0.0
2024-01-16,Juventus,Sassuolo,3.0,0.0
2024-01-20,Roma,Hellas Verona,2.0,1.0
2024-01-20,Udinese,Milan,2.0,3.0
2024-01-21,Lecce,Juventus,0.0,3.0
2024-01-21,Frosinone,Cagliari,3.0,1.0
2024-01-21,Empoli,Monza,3.0,0.0
2024-01-21,Salernitana,Genoa,1.0,2.0
2024-01-26,Cagliari,Torino,1.0,2.0
2024-01-27,Milan,Bologna,2.0,2.0
2024-01-27,Atalanta,Udinese,2.0,0.0
2024-01-27,Juventus,Empoli,1.0,1.0
2024-01-28,Monza,Sassuolo,1.0,0.0
2024-01-28,Fiorentina,Internazionale,0.0,1.0
2024-01-28,Lazio,Napoli,0.0,0.0
2024-01-28,Genoa,Lecce,2.0,1.0
2024-01-28,Hellas Verona,Frosinone,1.0,1.0
2024-01-29,Salernitana,Roma,1.0,2.0
2024-02-02,Lecce,Fiorentina,3.0,2.0
2024-02-03,Bologna,Sassuolo,4.0,2.0
2024-02-03,Frosinone,Milan,2.0,3.0
2024-02-03,Empoli,Genoa,0.0,0.0
2024-02-03,Udinese,Monza,0.0,0.0
2024-02-04,Napoli,Hellas Verona,2.0,1.0
2024-02-04,Atalanta,Lazio,3.0,1.0
2024-02-04,Torino,Salernitana,0.0,0.0
2024-02-05,Roma,Cagliari,4.0,0.0
2024-02-09,Salernitana,Empoli,1.0,3.0
2024-02-10,Cagliari,Lazio,1.0,3.0
2024-02-10,Sassuolo,Torino,1.0,1.0
2024-02-10,Roma,Internazionale,2.0,4.0
2024-02-11,Milan,Napoli,1.0,0.0
2024-02-11,Bologna,Lecce,4.0,0.0
2024-02-11,Genoa,Atalanta,1.0,4.0
2024-02-11,Fiorentina,Frosinone,5.0,1.0
2024-02-11,Monza,Hellas Verona,0.0,0.0
2024-02-12,Juventus,Udinese,0.0,1.0
2024-02-14,Bologna,Fiorentina,2.0,0.0
2024-02-16,Torino,Lecce,2.0,0.0
2024-02-17,Hellas Verona,Juventus,2.0,2.0
2024-02-17,Napoli,Genoa,1.0,1.0
2024-02-17,Atalanta,Sassuolo,3.0,0.0
2024-02-18,Empoli,Fiorentina,1.0,1.0
2024-02-18,Udinese,Cagliari,1.0,1.0
2024-02-18,Monza,Milan,4.0,2.0
2024-02-18,Frosinone,Roma,0.0,3.0
2024-02-18,Lazio,Bologna,1.0,2.0
2024-02-22,Torino,Lazio,0.0,2.0
2024-02-23,Bologna,Hellas Verona,2.0,0.0
2024-02-24,Genoa,Udinese,2.0,0.0
2024-02-24,Salernitana,Monza,0.0,2.0
2024-02-24,Sassuolo,Empoli,2.0,3.0
2024-02-25,Milan,Atalanta,1.0,1.0
2024-02-25,Juventus,Frosinone,3.0,2.0
2024-02-25,Lecce,Internazionale,0.0,4.0
2024-02-25,Cagliari,Napoli,1.0,1.0
2024-02-26,Roma,Torino,3.0,2.0
2024-02-26,Fiorentina,Lazio,2.0,1.0
2024-02-28,Sassuolo,Napoli,1.0,6.0
2024-03-01,Lazio,Milan,0.0,1.0
2024-03-02,Udinese,Salernitana,1.0,1.0
2024-03-02,Monza,Roma,1.0,4.0
2024-03-02,Torino,Fiorentina,0.0,0.0
2024-03-03,Empoli,Cagliari,0.0,1.0
2024-03-03,Hellas Verona,Sassuolo,1.0,0.0
2024-03-03,Napoli,Juventus,2.0,1.0
2024-03-03,Atalanta,Bologna,1.0,2.0
2024-03-03,Frosinone,Lecce,1.0,1.0
2024-03-08,Napoli,Torino,1.0,1.0
2024-03-09,Cagliari,Salernitana,4.0,2.0
2024-03-09,Bologna,Internazionale,0.0,1.0
2024-03-09,Genoa,Monza,2.0,3.0
2024-03-09,Sassuolo,Frosinone,1.0,0.0
2024-03-10,Lecce,Hellas Verona,0.0,1.0
2024-03-10,Fiorentina,Roma,2.0,2.0
2024-03-10,Juventus,Atalanta,2.0,2.0
2024-03-10,Milan,Empoli,1.0,0.0
2024-03-11,Lazio,Udinese,1.0,2.0
2024-03-15,Empoli,Bologna,0.0,1.0
2024-03-16,Salernitana,Lecce,0.0,1.0
2024-03-16,Frosinone,Lazio,2.0,3.0
2024-03-16,Udinese,Torino,0.0,2.0
2024-03-16,Monza,Cagliari,1.0,0.0
2024-03-17,Juventus,Genoa,0.0,0.0
2024-03-17,Roma,Sassuolo,1.0,0.0
2024-03-17,Hellas Verona,Milan,1.0,3.0
2024-03-30,Napoli,Atalanta,0.0,3.0
2024-03-30,Torino,Monza,1.0,0.0
2024-03-30,Fiorentina,Milan,1.0,2.0
2024-03-30,Lazio,Juventus,1.0,0.0
2024-03-30,Genoa,Frosinone,1.0,1.0
2024-04-01,Cagliari,Hellas Verona,1.0,1.0
2024-04-01,Sassuolo,Udinese,1.0,1.0
2024-04-01,Lecce,Roma,0.0,0.0
2024-04-01,Bologna,Salernitana,3.0,0.0
2024-04-05,Salernitana,Sassuolo,2.0,2.0
2024-04-06,Milan,Lecce,3.0,0.0
2024-04-06,Roma,Lazio,1.0,0.0
2024-04-06,Empoli,Torino,3.0,2.0
2024-04-07,Juventus,Fiorentina,1.0,0.0
2024-04-07,Hellas Verona,Genoa,1.0,2.0
2024-04-07,Monza,Napoli,2.0,4.0
2024-04-07,Cagliari,Atalanta,2.0,1.0
2024-04-07,Frosinone,Bologna,0.0,0.0
2024-04-08,Udinese,Internazionale,1.0,2.0
2024-04-12,Lazio,Salernitana,4.0,1.0
2024-04-13,Bologna,Monza,0.0,0.0
2024-04-13,Lecce,Empoli,1.0,0.0
2024-04-13,Torino,Juventus,0.0,0.0
2024-04-14,Napoli,Frosinone,2.0,2.0
2024-04-14,Sassuolo,Milan,3.0,3.0
2024-04-15,Fiorentina,Genoa,1.0,1.0
2024-04-15,Atalanta,Hellas Verona,2.0,2.0
2024-04-19,Genoa,Lazio,0.0,1.0
2024-04-19,Cagliari,Juventus,2.0,2.0
2024-04-20,Hellas Verona,Udinese,1.0,0.0
2024-04-20,Empoli,Napoli,1.0,0.0
2024-04-21,Monza,Atalanta,1.0,2.0
2024-04-21,Salernitana,Fiorentina,0.0,2.0
2024-04-21,Torino,Frosinone,0.0,0.0
2024-04-21,Sassuolo,Lecce,0.0,3.0
2024-04-22,Roma,Bologna,1.0,3.0
2024-04-22,Milan,Internazionale,1.0,2.0
2024-04-25,Udinese,Roma,1.0,2.0
2024-04-26,Frosinone,Salernitana,3.0,0.0
2024-04-27,Lazio,Hellas Verona,1.0,0.0
2024-04-27,Lecce,Monza,1.0,1.0
2024-04-27,Juventus,Milan,0.0,0.0
2024-04-28,Napoli,Roma,2.0,2.0
2024-04-28,Fiorentina,Sassuolo,5.0,1.0
2024-04-28,Atalanta,Empoli,2.0,0.0
2024-04-28,Bologna,Udinese,1.0,1.0
2024-04-29,Genoa,Cagliari,3.0,0.0
2024-05-03,Torino,Bologna,0.0,0.0
2024-05-04,Sassuolo,Internazionale,1.0,0.0
2024-05-04,Monza,Lazio,2.0,2.0
2024-05-05,Roma,Juventus,1.0,1.0
2024-05-05,Hellas Verona,Fiorentina,2.0,1.0
2024-05-05,Empoli,Frosinone,0.0,0.0
2024-05-05,Milan,Genoa,3.0,3.0
2024-05-05,Cagliari,Lecce,1.0,1.0
2024-05-06,Udinese,Napoli,1.0,1.0
2024-05-06,Salernitana,Atalanta,1.0,2.0
2024-05-10,Frosinone,Internazionale,0.0,5.0
2024-05-11,Milan,Cagliari,5.0,1.0
2024-05-11,Napoli,Bologna,0.0,2.0
2024-05-12,Hellas Verona,Torino,1.0,2.0
2024-05-12,Atalanta,Roma,2.0,1.0
2024-05-12,Lazio,Empoli,2.0,0.0
2024-05-12,Genoa,Sassuolo,2.0,1.0
2024-05-12,Juventus,Salernitana,1.0,1.0
2024-05-13,Lecce,Udinese,0.0,2.0
2024-05-13,Fiorentina,Monza,2.0,1.0
2024-05-17,Fiorentina,Napoli,2.0,2.0
2024-05-18,Lecce,Atalanta,0.0,2.0
2024-05-18,Torino,Milan,3.0,1.0
2024-05-19,Roma,Genoa,1.0,0.0
2024-05-19,Udinese,Empoli,1.0,1.0
2024-05-19,Sassuolo,Cagliari,0.0,2.0
2024-05-19,Monza,Frosinone,0.0,1.0
2024-05-20,Bologna,Juventus,3.0,3.0
2024-05-20,Salernitana,Hellas Verona,1.0,2.0
2024-05-23,Cagliari,Fiorentina,2.0,3.0
2024-05-24,Genoa,Bologna,2.0,0.0
2024-05-25,Juventus,Monza,2.0,0.0
2024-05-25,Milan,Salernitana,3.0,3.0
2024-05-26,Frosinone,Udinese,0.0,1.0
2024-05-26,Napoli,Lecce,0.0,0.0
2024-05-26,Empoli,Roma,2.0,1.0
2024-05-26,Lazio,Sassuolo,1.0,1.0
2024-05-26,Hellas Verona,Internazionale,2.0,2.0
2024-05-26,Atalanta,Torino,3.0,0.0
2024-06-02,Atalanta,Fiorentina,2.0,3.0
2024-08-17,Empoli,Monza,0.0,0.0
2024-08-17,Parma,Fiorentina,1.0,1.0
2024-08-17,Milan,Torino,2.0,2.0
2024-08-17,Genoa,Internazionale,2.0,2.0
2024-08-18,Cagliari,Roma,0.0,0.0
2024-08-18,Hellas Verona,Napoli,3.0,0.0
2024-08-18,Lazio,Venezia,3.0,1.0
2024-08-18,Bologna,Udinese,1.0,1.0
2024-08-19,Juventus,Como,3.0,0.0
2024-08-19,Lecce,Atalanta,0.0,4.0
2024-08-24,Parma,Milan,2.0,1.0
2024-08-24,Udinese,Lazio,2.0,1.0
2024-08-24,Monza,Genoa,0.0,1.0
2024-08-25,Torino,Atalanta,2.0,1.0
2024-08-25,Fiorentina,Venezia,0.0,0.0
2024-08-25,Roma,Empoli,1.0,2.0
2024-08-25,Napoli,Bologna,3.0,0.0
2024-08-26,Hellas Verona,Juventus,0.0,3.0
2024-08-26,Cagliari,Como,1.0,1.0
2024-08-30,Venezia,Torino,0.0,1.0
2024-08-31,Napoli,Parma,2.0,1.0
2024-08-31,Lazio,Milan,2.0,2.0
2024-08-31,Lecce,Cagliari,1.0,0.0
2024-08-31,Bologna,Empoli,1.0,1.0
2024-09-01,Juventus,Roma,0.0,0.0
2024-09-01,Fiorentina,Monza,2.0,2.0
2024-09-01,Udinese,Como,1.0,0.0
2024-09-01,Genoa,Hellas Verona,0.0,2.0
2024-09-14,Empoli,Juventus,0.0,0.0
2024-09-14,Como,Bologna,2.0,2.0
2024-09-14,Milan,Venezia,4.0,0.0
2024-09-15,Genoa,Roma,1.0,1.0
2024-09-15,Atalanta,Fiorentina,3.0,2.0
2024-09-15,Cagliari,Napoli,0.0,4.0
2024-09-15,Monza,Internazionale,1.0,1.0
2024-09-15,Torino,Lecce,0.0,0.0
2024-09-16,Lazio,Hellas Verona,2.0,1.0
2024-09-16,Parma,Udinese,2.0,3.0
2024-09-20,Hellas Verona,Torino,2.0,3.0
2024-09-20,Cagliari,Empoli,0.0,2.0
2024-09-21,Juventus,Napoli,0.0,0.0
2024-09-21,Lecce,Parma,2.0,2.0
2024-09-21,Venezia,Genoa,2.0,0.0
2024-09-22,Fiorentina,Lazio,2.0,1.0
2024-09-22,Monza,Bologna,1.0,2.0
2024-09-22,Roma,Udinese,3.0,0.0
2024-09-24,Atalanta,Como,2.0,3.0
2024-09-27,Milan,Lecce,3.0,0.0
2024-09-28,Genoa,Juventus,0.0,3.0
2024-09-28,Bologna,Atalanta,1.0,1.0
2024-09-28,Udinese,Internazionale,2.0,3.0
2024-09-29,Roma,Venezia,2.0,1.0
2024-09-29,Empoli,Fiorentina,0.0,0.0
2024-09-29,Como,Hellas Verona,3.0,2.0
2024-09-29,Torino,Lazio,2.0,3.0
2024-09-29,Napoli,Monza,2.0,0.0
2024-09-30,Parma,Cagliari,2.0,3.0
2024-10-04,Hellas Verona,Venezia,2.0,1.0
2024-10-04,Napoli,Como,3.0,1.0
2024-10-05,Udinese,Lecce,1.0,0.0
2024-10-05,Atalanta,Genoa,5.0,1.0
2024-10-06,Bologna,Parma,0.0,0.0
2024-10-06,Juventus,Cagliari,1.0,1.0
2024-10-06,Lazio,Empoli,2.0,1.0
2024-10-06,Monza,Roma,1.0,1.0
2024-10-06,Fiorentina,Milan,2.0,1.0
2024-10-19,Juventus,Lazio,1.0,0.0
2024-10-19,Genoa,Bologna,2.0,2.0
2024-10-19,Como,Parma,1.0,1.0
2024-10-19,Milan,Udinese,1.0,0.0
2024-10-20,Empoli,Napoli,0.0,1.0
2024-10-20,Roma,Internazionale,0.0,1.0
2024-10-20,Cagliari,Torino,3.0,2.0
2024-10-20,Lecce,Fiorentina,0.0,6.0
2024-10-20,Venezia,Atalanta,0.0,2.0
2024-10-21,Hellas Verona,Monza,0.0,3.0
2024-10-25,Torino,Como,1.0,0.0
2024-10-25,Udinese,Cagliari,2.0,0.0
2024-10-26,Atalanta,Hellas Verona,6.0,1.0
2024-10-26,Napoli,Lecce,1.0,0.0
2024-10-27,Parma,Empoli,1.0,1.0
2024-10-27,Lazio,Genoa,3.0,0.0
2024-10-27,Fiorentina,Roma,5.0,1.0
2024-10-27,Monza,Venezia,2.0,2.0
2024-10-29,Cagliari,Bologna,0.0,2.0
2024-10-29,Milan,Napoli,0.0,2.0
2024-10-29,Lecce,Hellas Verona,1.0,0.0
2024-10-30,Atalanta,Monza,2.0,0.0
2024-10-30,Venezia,Udinese,3.0,2.0
2024-10-30,Empoli,Internazionale,0.0,3.0
2024-10-30,Juventus,Parma,2.0,2.0
2024-10-31,Roma,Torino,1.0,0.0
2024-10-31,Genoa,Fiorentina,0.0,1.0
2024-10-31,Como,Lazio,1.0,5.0
2024-11-02,Udinese,Juventus,0.0,2.0
2024-11-02,Monza,Milan,0.0,1.0
2024-11-02,Bologna,Lecce,1.0,0.0
2024-11-03,Napoli,Atalanta,0.0,3.0
2024-11-03,Hellas Verona,Roma,3.0,2.0
2024-11-03,Torino,Fiorentina,0.0,1.0
2024-11-04,Empoli,Como,1.0,0.0
2024-11-04,Lazio,Cagliari,2.0,1.0
2024-11-04,Parma,Genoa,0.0,1.0
2024-11-07,Genoa,Como,1.0,1.0
2024-11-08,Lecce,Empoli,1.0,1.0
2024-11-09,Cagliari,Milan,3.0,3.0
2024-11-09,Juventus,Torino,2.0,0.0
2024-11-09,Venezia,Parma,1.0,2.0
2024-11-10,Atalanta,Udinese,2.0,1.0
2024-11-10,Roma,Bologna,2.0,3.0
2024-11-10,Monza,Lazio,0.0,1.0
2024-11-10,Fiorentina,Hellas Verona,3.0,1.0
2024-11-23,Hellas Verona,Internazionale,0.0,5.0
2024-11-23,Milan,Juventus,0.0,0.0
2024-11-23,Parma,Atalanta,1.0,3.0
2024-11-24,Lazio,Bologna,3.0,0.0
2024-11-24,Torino,Monza,1.0,1.0
2024-11-24,Napoli,Roma,1.0,0.0
2024-11-24,Como,Fiorentina,0.0,2.0
2024-11-24,Genoa,Cagliari,2.0,2.0
2024-11-25,Empoli,Udinese,1.0,1.0
2024-11-25,Venezia,Lecce,0.0,1.0
2024-11-29,Cagliari,Hellas Verona,1.0,0.0
2024-11-30,Bologna,Venezia,3.0,0.0
2024-11-30,Milan,Empoli,3.0,0.0
2024-11-30,Como,Monza,1.0,1.0
2024-12-01,Udinese,Genoa,0.0,2.0
2024-12-01,Parma,Lazio,3.0,1.0
2024-12-01,Torino,Napoli,0.0,1.0
2024-12-01,Lecce,Juventus,1.0,1.0
2024-12-02,Roma,Atalanta,0.0,2.0
2024-12-06,Atalanta,Milan,2.0,1.0
2024-12-07,Roma,Lecce,4.0,1.0
2024-12-07,Juventus,Bologna,2.0,2.0
2024-12-07,Genoa,Torino,0.0,0.0
2024-12-08,Venezia,Como,2.0,2.0
2024-12-08,Napoli,Lazio,0.0,1.0
2024-12-08,Hellas Verona,Empoli,1.0,4.0
2024-12-08,Fiorentina,Cagliari,1.0,0.0
2024-12-09,Monza,Udinese,1.0,2.0
2024-12-13,Empoli,Torino,0.0,1.0
2024-12-14,Juventus,Venezia,2.0,2.0
2024-12-14,Cagliari,Atalanta,0.0,1.0
2024-12-14,Udinese,Napoli,1.0,3.0
2024-12-15,Bologna,Fiorentina,1.0,0.0
2024-12-15,Como,Roma,2.0,0.0
2024-12-15,Parma,Hellas Verona,2.0,3.0
2024-12-15,Lecce,Monza,2.0,1.0
2024-12-15,Milan,Genoa,0.0,0.0
2024-12-16,Lazio,Internazionale,0.0,6.0
2024-12-20,Hellas Verona,Milan,0.0,1.0
2024-12-21,Lecce,Lazio,1.0,2.0
2024-12-21,Genoa,Napoli,1.0,2.0
2024-12-21,Torino,Bologna,0.0,2.0
2024-12-22,Atalanta,Empoli,3.0,2.0
2024-12-22,Roma,Parma,5.0,0.0
2024-12-22,Monza,Juventus,1.0,2.0
2024-12-22,Venezia,Cagliari,2.0,1.0
2024-12-23,Fiorentina,Udinese,1.0,2.0
2024-12-28,Cagliari,Internazionale,0.0,3.0
2024-12-28,Empoli,Genoa,1.0,2.0
2024-12-28,Lazio,Atalanta,1.0,1.0
2024-12-28,Parma,Monza,2.0,1.0
2024-12-29,Juventus,Fiorentina,2.0,2.0
2024-12-29,Napoli,Venezia,1.0,0.0
2024-12-29,Milan,Roma,1.0,1.0
2024-12-29,Udinese,Torino,2.0,2.0
2024-12-30,Bologna,Hellas Verona,2.0,3.0
2024-12-30,Como,Lecce,2.0,0.0
2025-01-04,Hellas Verona,Udinese,0.0,0.0
2025-01-04,Fiorentina,Napoli,0.0,3.0
2025-01-04,Venezia,Empoli,1.0,1.0
2025-01-05,Monza,Cagliari,1.0,2.0
2025-01-05,Torino,Parma,0.0,0.0
2025-01-05,Roma,Lazio,2.0,0.0
2025-01-05,Lecce,Genoa,0.0,0.0
2025-01-10,Lazio,Como,1.0,1.0
